PublicationAgency,MergedText
(주)마크애니,마이크로 라이센싱 기반의 3D 프린팅 디지털 저작물 보호 및 관리 기술 개발 대한민국 1711055243.0 마이크로 라이센싱 기반의 3D 프린팅 디지털 저작물 보호 및 관리 기술 개발 최종욱1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)마크애니,AI 기반의 상품 이미지 분석을 통한 맞춤형 상품추천 및 위조상품 선별 기술 개발 대한민국 1415167278.0 AI 기반의 상품 이미지 분석을 통한 맞춤형 상품추천 및 위조상품 선별 기술 개발 최종욱1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)마크애니,Sound QR Code 플랫폼 기반의 사운드 명함 대한민국 1425080121.0 Sound QR Code  플랫폼 기반의 사운드 명함 신동환1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)마크애니,UHD급 방송콘텐츠의 고성능 포렌식마크 삽입 IP 및 SoC 개발 대한민국 1415153561.0 UHD급 방송콘텐츠의 고성능 포렌식마크 삽입 IP 및 SoC 개발 이병훈1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)마크애니,데이터 보안을 위한 서버 기반의 키 없는 고성능 전자서명 및 시간 검증 시스템 대한민국 1425094519.0 데이터 보안을 위한 서버 기반의 키 없는 고성능 전자서명 및 시간 검증 시스템 이동욱1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)에스씨티,빅데이터 기반의 고주파 유도 용해로 폭발 및 고장예지를 위한 지능형 클라우드 서비스 대한민국 1425131475.0 빅데이터 기반의 고주파 유도 용해로 폭발 및 고장예지를 위한 지능형 클라우드 서비스 서창성3018104191 EQU 생물의약품 재조합아데노바이러스 제조공정 및 품질평가분석 원천기술의 산업화 1425069625.0 2.01e+19 NFEC-2012-03-157877 2012.0 2011.0 N30 중소기업청 S2031 구매조건부신제품개발사업 ZA41213 10314.0 신호처리기술(영상·음성처리·인식·합성) 20600.0 대량생산공정 기술 G03 의약품/의약품개발 nan nan nan nan
(주)에스씨티,임상시험용 아데노바이러스 제조 및 품질평가 원천기술 개발과 산업화 대한민국 1415122016.0 임상시험용 아데노바이러스 제조 및 품질평가 원천기술 개발과 산업화 최영국3018104191 EQU 생물의약품 재조합아데노바이러스 제조공정 및 품질평가분석 원천기술의 산업화 1425069625.0 2.01e+19 NFEC-2012-03-157877 2012.0 2011.0 N30 중소기업청 S2031 구매조건부신제품개발사업 ZA41213 10314.0 신호처리기술(영상·음성처리·인식·합성) 20600.0 대량생산공정 기술 G03 의약품/의약품개발 nan nan nan nan
테크원(주),지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 대한민국 1415115849.0 지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 김재권1170307289 EQU 지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 1415115849.0 2.01e+19 NFEC-2012-04-161833 2012.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ABB0501 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 K06 가정용기기/전자응용기기 L04 광대역 통합망 O11 친환경 소재/제품
(주)심텍,전립선 치료용 Water jet 수술기구 개발 대한민국 1425054077.0 전립선 치료용 Water Jet 수술기구 개발 김창식1081100472 EQU B2it 공법을 이용한 플래쉬메모리카드 및 CSP 기판개발 1415078556.0 2.01e+19 NFEC-2009-11-076997 2008.0 2007.0 38 산업자원부 2.01E+13 부품소재산업경쟁력향상사업 ZA36977 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I3 전기·전자 nan 전자요소기술 nan nan
(주)심텍,전립선 치료용 Water jet 수술기구 개발 대한민국 1425054077.0 전립선 치료용 Water Jet 수술기구 개발 김창식1081100472 EQU 고성능 모바일 전자기기를 위한 ASIC/Memory 모듈용 50um Via Pitch GCB(Glass Circuit Board)기반 응용 기술 개발 1711041036.0 2.02e+19 NFEC-2017-09-239580 2017.0 2016.0 P12 미래창조과학부 U60004 전자정보디바이스 산업원천기술개발사업 ZA36977 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 ED0502 PCB 부품 nan nan nan nan
정원이앤씨,"선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 대한민국 1425095441.0 선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 오원철4178103003 EQU 선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 1425088212.0 2.01e+19 NFEC-2014-12-194828 2014.0 2014.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ACJ2139 50411.0 해양환경 관리기술 20504.0 해양에너지 기술 EA0705 대기오염방지설비 nan nan nan nan"
(주)영텍,고정밀 pH 제어가능한 신소재 합성용 중성수 제조장치 개발 대한민국 1425125884.0 고정밀 pH 제어가능한 신소재 합성용 중성수 제조장치 개발 이연2094404434 EQU 페일프리즈 기능을 탑재한 차세대형 지능형 액츄에이터 개발 1410044478.0 2.01e+19 NFEC-2009-10-073041 2007.0 2006.0 38 산업자원부 2.30E+15 산업혁신기술개발-공통핵심기술 ZA45364 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 nan nan nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 친환경 전파특성 지도의 단계별 구축(1차년도) 1711009026.0 2.02e+19 NFEC-2015-02-196444 2013.0 2013.0 P12 미래창조과학부 1.25E+22 미래전파이용기반조성 ACE0012 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10200.0 초고속 무선 멀티미디어/4G이동통신기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 무인항공기 활용 등 전파이용기술 연구 1711173093.0 2.02e+19 NFEC-2022-11-282498 2022.0 2022.0 P71 과학기술정보통신부 1.63E+23 전파자원의효율적확보기반조성사업 ACE0012 10411.0 기타 정보기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 테라헤르츠파 전파전달 측정시스템 구축을 위한 장비 구매 1711048237.0 2.02e+19 NFEC-2017-03-236876 2016.0 2016.0 P12 미래창조과학부 1.35E+22 주파수활용여건조성 ACE0012 10314.0 신호처리기술(영상·음성처리·인식·합성) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 1711102251.0 2.02e+19 NFEC-2020-02-260856 2019.0 2019.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 90502.0 ICT기반 자원 개발·처리 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 무인항공기 활용 등 전파이용기술 연구를 위한 장비 구매 1711079124.0 2.02e+19 NFEC-2019-01-248593 2018.0 2018.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호1068300661 EQU 테라헤르츠파 정반사율 및 안테나특성 측정용 장비 구매 1711060315.0 2.02e+19 NFEC-2018-02-242266 2017.0 2017.0 P71 과학기술정보통신부 1.35E+22 주파수활용여건조성 ACE0012 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 ED0707 전자 계측기 EE0599 달리 분류되지 않는 위성/전파 nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 친환경 전파특성 지도의 단계별 구축(1차년도) 1711009026.0 2.02e+19 NFEC-2015-02-196444 2013.0 2013.0 P12 미래창조과학부 1.25E+22 미래전파이용기반조성 ACE0012 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10200.0 초고속 무선 멀티미디어/4G이동통신기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 무인항공기 활용 등 전파이용기술 연구 1711173093.0 2.02e+19 NFEC-2022-11-282498 2022.0 2022.0 P71 과학기술정보통신부 1.63E+23 전파자원의효율적확보기반조성사업 ACE0012 10411.0 기타 정보기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 테라헤르츠파 전파전달 측정시스템 구축을 위한 장비 구매 1711048237.0 2.02e+19 NFEC-2017-03-236876 2016.0 2016.0 P12 미래창조과학부 1.35E+22 주파수활용여건조성 ACE0012 10314.0 신호처리기술(영상·음성처리·인식·합성) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 1711102251.0 2.02e+19 NFEC-2020-02-260856 2019.0 2019.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 90502.0 ICT기반 자원 개발·처리 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 무인항공기 활용 등 전파이용기술 연구를 위한 장비 구매 1711079124.0 2.02e+19 NFEC-2019-01-248593 2018.0 2018.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호1068300661 EQU 테라헤르츠파 정반사율 및 안테나특성 측정용 장비 구매 1711060315.0 2.02e+19 NFEC-2018-02-242266 2017.0 2017.0 P71 과학기술정보통신부 1.35E+22 주파수활용여건조성 ACE0012 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 ED0707 전자 계측기 EE0599 달리 분류되지 않는 위성/전파 nan nan
국립전파연구원,2014 미래전파 창의설계·제작 경진대회 대한민국 1711020507.0 미래전파 창의설계제작 경진대회 이택경1068300661 EQU 친환경 전파특성 지도의 단계별 구축(1차년도) 1711009026.0 2.02e+19 NFEC-2015-02-196444 2013.0 2013.0 P12 미래창조과학부 1.25E+22 미래전파이용기반조성 ACE0012 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10200.0 초고속 무선 멀티미디어/4G이동통신기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,2014 미래전파 창의설계·제작 경진대회 대한민국 1711020507.0 미래전파 창의설계제작 경진대회 이택경1068300661 EQU 무인항공기 활용 등 전파이용기술 연구 1711173093.0 2.02e+19 NFEC-2022-11-282498 2022.0 2022.0 P71 과학기술정보통신부 1.63E+23 전파자원의효율적확보기반조성사업 ACE0012 10411.0 기타 정보기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
국립전파연구원,2014 미래전파 창의설계·제작 경진대회 대한민국 1711020507.0 미래전파 창의설계제작 경진대회 이택경1068300661 EQU 테라헤르츠파 전파전달 측정시스템 구축을 위한 장비 구매 1711048237.0 2.02e+19 NFEC-2017-03-236876 2016.0 2016.0 P12 미래창조과학부 1.35E+22 주파수활용여건조성 ACE0012 10314.0 신호처리기술(영상·음성처리·인식·합성) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan
